aX,aY,aZ
-0.508,-0.878,0.037
-0.516,-0.880,0.039
-0.516,-0.881,0.037
-0.515,-0.877,0.036
-0.510,-0.877,0.038
-0.511,-0.883,0.036
-0.509,-0.883,0.036
-0.509,-0.882,0.035
-0.510,-0.876,0.035
-0.513,-0.876,0.035
-0.513,-0.876,0.038
-0.516,-0.877,0.037
-0.515,-0.878,0.037
-0.512,-0.874,0.039
-0.513,-0.878,0.040
-0.517,-0.879,0.041
-0.516,-0.879,0.040
-0.513,-0.883,0.038
-0.513,-0.880,0.041
-0.541,-0.897,0.038
-0.574,-0.933,0.053
-0.573,-0.913,0.061
-0.582,-0.892,0.089
-0.498,-0.811,0.093
-0.526,-0.747,0.104
-0.556,-0.630,0.177
-0.543,-0.683,0.197
-0.520,-0.733,0.160
-0.535,-0.832,0.047
-0.659,-0.789,0.060
-0.659,-0.733,0.092
-0.661,-0.685,0.145
-0.632,-0.780,0.098
-0.597,-0.804,0.062
-0.605,-0.828,0.052
-0.636,-0.796,0.053
-0.619,-0.788,0.033
-0.615,-0.936,-0.081
-0.941,-0.711,0.152
-1.126,-0.738,0.128
-0.757,-0.568,-0.169
-0.821,-0.805,-0.095
-0.752,-0.814,-0.064
-0.704,-0.663,-0.041
-0.785,-0.642,-0.050
-0.702,-0.671,-0.059
-0.787,-0.604,-0.072
-0.729,-0.642,-0.060
-0.742,-0.652,-0.052
-0.734,-0.687,-0.065
-0.761,-0.697,-0.023
-0.762,-0.691,-0.034
-0.772,-0.694,-0.040
-0.766,-0.687,-0.048
-0.775,-0.646,-0.077
-0.683,-0.709,-0.331
-0.758,-0.656,0.005
-0.756,-0.694,-0.135
-0.753,-0.679,-0.086
-0.762,-0.678,-0.076
-0.748,-0.674,-0.077
-0.745,-0.677,-0.084
-0.745,-0.672,-0.078
-0.745,-0.676,-0.066
-0.747,-0.681,-0.070
-0.754,-0.680,-0.066
-0.751,-0.679,-0.054
-0.751,-0.675,-0.062
-0.647,-0.678,0.028
-0.744,-0.682,-0.030
-0.758,-0.683,-0.058
-0.704,-0.673,-0.026
-0.759,-0.695,-0.063
-0.767,-0.674,-0.045
-0.755,-0.681,-0.052
-0.746,-0.679,-0.058
-0.745,-0.680,-0.061
-0.743,-0.685,-0.062
-0.742,-0.686,-0.066
-0.739,-0.684,-0.067
-0.740,-0.686,-0.064
-0.740,-0.682,-0.061
-0.743,-0.682,-0.061
-0.744,-0.682,-0.059
-0.747,-0.684,-0.060
-0.744,-0.683,-0.058
-0.748,-0.686,-0.058
-0.751,-0.683,-0.057
-0.748,-0.683,-0.056
-0.752,-0.682,-0.055
-0.749,-0.683,-0.051
-0.750,-0.684,-0.053
-0.751,-0.681,-0.052
-0.749,-0.683,-0.052
-0.750,-0.685,-0.055
-0.746,-0.684,-0.059
-0.745,-0.682,-0.063
-0.742,-0.683,-0.065
-0.740,-0.684,-0.064
-0.743,-0.686,-0.062
