103,130,1016
78,145,1016
121,144,1018
140,148,1017
161,158,1016
146,154,1017
144,152,1018
141,152,1016
146,154,1018
152,155,1017
146,152,1017
141,151,1017
146,151,1017
154,155,1016
145,154,1017
139,149,1017
144,151,1017
158,157,1017
146,153,1018
136,149,1017
143,151,1016
163,158,1018
146,155,1018
135,150,1016
143,150,1017
145,151,1017
150,155,1017
146,153,1018
142,150,1016
146,153,1018
151,156,1017
145,154,1016
140,150,1016
144,152,1017
155,155,1016
146,154,1016
139,149,1019
138,151,1018
157,157,1018
148,154,1017
139,150,1018
145,151,1018
162,158,1017
146,153,1017
131,149,1016
143,150,1016
167,159,1017
145,153,1017
145,153,1017
141,150,1017
145,151,1017
153,155,1017
146,154,1018
141,151,1017
152,156,1017
160,160,1017
150,157,1016
142,154,1016
147,154,1016
156,157,1017
143,150,1017
132,147,1018
143,149,1017
162,156,1016
145,153,1017
135,148,1016
143,149,1018
145,152,1017
151,156,1016
146,153,1017
142,150,1018
145,152,1017
153,153,1017
147,153,1018
135,150,1016
141,151,1018
154,155,1016
147,154,1017
139,150,1017
145,151,1017
158,158,1018
146,154,1016
137,149,1018
144,151,1018
165,158,1017
147,153,1017
134,149,1018
144,151,1016
146,151,1018
151,155,1018
147,152,1017
141,150,1017
144,151,1017
154,155,1017
146,153,1017
140,149,1018
145,151,1017
156,157,1017
147,154,1018
138,149,1016
143,151,1017
161,157,1018
147,154,1016
136,150,1018
145,151,1017
167,158,1018
147,156,1017
144,153,1018
142,151,1017
146,152,1017
146,153,1018
145,152,1017
142,150,1018
146,151,1016
153,156,1019
145,152,1017
139,150,1016
144,151,1018
156,156,1018
145,151,1017
138,150,1017
144,150,1017
161,157,1017
148,155,1017
136,151,1016
144,152,1017
166,160,1018
148,155,1018
143,152,1018
142,151,1017
144,151,1016
151,155,1017
146,153,1018
142,151,1017
146,152,1018
155,157,1017
146,153,1018
140,151,1017
145,151,1018
157,158,1018
146,153,1017
136,149,1017
145,152,1016
161,158,1017
148,153,1018
135,150,1017
144,150,1018
159,158,1017
145,153,1016
133,148,1017
144,151,1017
146,152,1018
152,155,1018
146,152,1017
141,151,1017
145,151,1017
153,156,1017
146,153,1016
140,149,1018
144,152,1018
157,157,1018
146,154,1018
137,150,1018
145,152,1017
161,159,1015
148,154,1017
136,149,1017
143,151,1017
167,159,1017
148,154,1017
145,153,1018
142,152,1018
147,152,1017
151,156,1017
146,153,1017
140,150,1017
145,151,1017
155,157,1019
144,152,1018
139,150,1017
146,152,1019
158,157,1017
146,154,1016
132,149,1018
144,150,1017
161,158,1017
147,154,1018
136,150,1017
145,150,1016
166,158,1023
148,155,1017
145,153,1017
143,151,1018
145,152,1017
152,156,1017
146,151,1016
142,151,1017
145,153,1016
155,156,1016
146,153,1018
139,150,1017
145,152,1018
159,158,1016
146,154,1017
137,150,1018
145,151,1018
163,159,1017
148,154,1018
136,148,1018
145,151,1016
147,152,1017
151,154,1017
146,153,1017
142,151,1017
146,153,1018
152,156,1017
146,153,1017
141,151,1018
145,151,1017
155,155,1018
140,151,1017
140,151,1017
145,151,1017
157,156,1017
147,154,1016
138,150,1017
144,151,1017
161,158,1018
148,154,1018
137,150,1016
151,156,1017
170,164,1016
159,165,1016
154,163,1017
139,151,1018
143,152,1017
144,147,1017
145,151,1018
142,150,1017
146,152,1018
152,152,1016
142,150,1017
135,147,1018
145,150,1018
159,156,1017
145,154,1016
137,150,1017
145,152,1017
163,158,1018
147,155,1017
135,150,1017
145,151,1018
147,152,1018
152,153,1016
147,153,1018
142,152,1015
146,152,1018
145,154,1017
144,153,1018
142,150,1017
144,152,1018
154,156,1017
146,155,1017
140,151,1017
144,150,1017
158,156,1017
145,153,1015
138,151,1017
145,151,1017
162,158,1014
147,154,1018
135,146,1017
143,151,1018
144,151,1017
150,154,1017
148,153,1017
143,152,1018
148,154,1017
155,157,1016
146,154,1018
142,152,1017
148,153,1017
157,156,1018
146,155,1017
140,151,1017
145,150,1018
160,157,1017
147,154,1017
138,150,1017
145,152,1018
164,158,1017
147,156,1017
136,149,1017
138,151,1017
165,160,1018
148,154,1017
145,152,1018
143,151,1016
147,152,1016
152,156,1018
147,153,1017
142,150,1017
147,153,1017
155,156,1019
146,153,1016
140,150,1017
146,150,1018
159,158,1018
147,154,1017
138,151,1017
146,151,1018
165,160,1017
147,156,1017
135,150,1017
145,152,1017
147,153,1017
153,154,1017
147,153,1017
144,153,1017
147,152,1018
154,155,1017
147,155,1017
142,152,1017
146,151,1018
157,157,1017
147,154,1017
140,149,1018
146,152,1018
160,158,1016
147,155,1018
133,150,1018
144,150,1016
164,159,1017
150,155,1016
136,148,1016
145,150,1018
147,153,1016
151,155,1016
146,154,1018
143,150,1016
147,152,1017
155,154,1019
148,154,1016
143,151,1017
145,153,1017
156,156,1019
147,154,1017
140,151,1016
146,152,1017
160,157,1018
147,154,1017
137,150,1018
145,153,1017
167,160,1017
148,155,1018
146,153,1016
143,152,1017
147,153,1018
152,156,1017
146,154,1016
142,151,1018
147,152,1016
155,156,1016
147,153,1015
142,151,1017
147,153,1017
152,156,1017
146,154,1018
140,150,1017
146,152,1018
162,156,1017
147,154,1019
137,150,1017
148,152,1018
168,161,1018
148,155,1017
146,153,1018
144,153,1018
146,153,1018
153,156,1018
147,153,1017
143,151,1017
147,151,1017
156,157,1017
149,154,1017
141,150,1016
147,153,1018
158,156,1018
146,153,1017
140,149,1017
146,152,1015
165,158,1018
149,155,1018
137,150,1017
145,152,1017
146,154,1016
150,155,1019
147,153,1017
142,152,1017
147,152,1017
154,156,1018
148,154,1017
142,151,1016
140,152,1017
155,156,1019
147,155,1017
141,151,1015
147,152,1018
157,156,1016
149,154,1017
140,150,1017
146,152,1017
163,158,1017
148,155,1017
139,150,1018
145,151,1016
168,159,1017
150,156,1018
148,154,1017
144,151,1018
148,154,1018
154,156,1017
148,153,1018
143,151,1017
147,153,1016
156,156,1017
148,154,1017
140,150,1017
146,152,1017
